AEY	ADDvantage Technologies Group, Inc. - Common Stock	G		N	100		
AEZS	AEterna Zentaris Inc. - Common Stock	G		N	100		
AFAM	Almost Family Inc - Common Stock	Q		N	100		
AFCB	Athens Bancshares Corporation - Common Stock	S		N	100		
AFCE	AFC Enterprises, Inc. - Common Stock	Q		N	100		
AFFX	Affymetrix, Inc. - Common Stock	Q		N	100		
AFFY	Affymax, Inc. - Common Stock	Q		N	100		
AFH	Atlas Financial Holdings, Inc. - Ordinary Shares	S		N	100		
AFOP	Alliance Fiber Optic Products, Inc. - Common Stock	S		N	100		
AFSI	AmTrust Financial Services, Inc. - Common Stock	Q		N	100		
AGEN	Agenus Inc. - Common Stock	S		N	100		
AGII	Argo Group International Holdings, Ltd. - Common Stock	Q		N	100		
AGIIL	Argo Group International Holdings, Ltd. - 6.5% Senior Notes Due 2042	Q		N	100		
AGNC	American Capital Agency Corp. - Common Stock	Q		N	100		
AGNCP	American Capital Agency Corp. - Cumulative Preferred Series A	Q		N	100		
AGYS	Agilysys, Inc. - Common Stock	Q		N	100		
AHGP	Alliance Holdings GP, L.P. - Common Units Representing Limited Partner Interests	Q		N	100		
AHPI	Allied Healthcare Products, Inc. - Common Stock	G		N	100		
AIMC	Altra Holdings, Inc. - Common Stock	Q		N	100		
AINV	Apollo Investment Corporation - Closed End Fund	Q		N	100		
AIQ	Alliance HealthCare Services, Inc. - Common Stock	G		N	100		
AIRM	Air Methods Corporation - Common Stock	Q		N	100		
AIRT	Air T, Inc. - Common Stock	S		N	100		
AIXG	Aixtron SE - American Depositary Shares, each representing one Ordinary Share	Q		N	100		
AKAM	Akamai Technologies, Inc. - Common Stock	Q		N	100		
AKRX	Akorn, Inc. - Common Stock	Q		N	100		
ALCO	Alico, Inc. - Common Stock	Q		N	100		
ALCS	ALCO Stores, Inc. - Common Stock	G		N	100		
ALGN	Align Technology, Inc. - Common Stock	Q		N	100		
ALGT	Allegiant Travel Company - Common Stock	Q		N	100		
ALIM	Alimera Sciences, Inc. - Common Stock	G		N	100		
ALKS	Alkermes plc - Ordinary Shares	Q		N	100		
ALLB	Alliance Bancorp, Inc. of Pennsylvania - Common Stock	G		N	100		
ALLT	Allot Communications Ltd. - Ordinary Shares	Q		N	100		
ALNY	Alnylam Pharmaceuticals, Inc. - Common Stock	Q		N	100		
ALOG	Analogic Corporation - Common Stock	Q		N	100		
ALOT	Astro-Med, Inc. - Common Stock	G		N	100		
ALSK	Alaska Communications Systems Group, Inc. - Common Stock	Q		N	100		
ALTE	Alterra Capital Holdings Limited - Common Stock	Q		N	100		
ALTI	Altair Nanotechnologies Inc. - Common Stock	S		N	100		
ALTR	Altera Corporation - Common Stock	Q		N	100		
ALVR	Alvarion Ltd. - Ordinary Shares	S		N	100		
ALXA	Alexza Pharmaceuticals, Inc. - Common Stock	G		N	100		
ALXN	Alexion Pharmaceuticals, Inc. - Common Stock	Q		N	100		
AMAG	AMAG Pharmaceuticals, Inc. - Common Stock	Q		N	100		
AMAP	AutoNavi Holdings Limited - ADS representing 4 shares of Common Stock	Q		N	100		
AMAT	Applied Materials, Inc. - Common Stock	Q		N	100		
AMBA	Ambarella, Inc. - Ordinary Shares	Q		N	100		
AMBT	Ambient Corporation - Common Stock	S		N	100		
AMCC	Applied Micro Circuits Corporation - Common Stock	Q		N	100		
AMCF	Andatee China Marine Fuel Services Corporation - Common Stock	G		D	100		
AMCN	AirMedia Group Inc - American Depositary Shares, each representing two ordinary shares	Q		N	100		
AMCX	AMC Networks Inc. - Class A Common Stock When Issued	Q		N	100		
AMED	Amedisys Inc - Common Stock	Q		N	100		
AMGN	Amgen Inc. - Common Stock	Q		N	100		
AMIC	American Independence Corp. - Common Stock	G		N	100		
AMKR	Amkor Technology, Inc. - Common Stock	Q		N	100		
AMNB	American National Bankshares, Inc. - Common Stock	Q		N	100		
AMOT	Allied Motion Technologies, Inc. - Common Stock	G		N	100		
AMOV	America Movil, S.A.B. de C.V. - American Depositary Shares, each representing 20 A Shares	Q		N	100		
AMPE	Ampio Pharmaceuticals, Inc. - Common Stock	S		N	100		
AMRB	American River Bankshares - Common Stock	Q		N	100		
AMRI	Albany Molecular Research, Inc. - Common Stock	Q		N	100		
AMRN	Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share	G		N	100		
AMRS	Amyris, Inc. - Common Stock	Q		N	100		
AMSC	American Superconductor Corporation - Common Stock	Q		N	100		
AMSF	AMERISAFE, Inc. - Common Stock	Q		N	100		
AMSG	Amsurg Corp. - Common Stock	Q		N	100		
AMSWA	American Software, Inc. - Class A Common Stock	Q		N	100		
AMWD	American Woodmark Corporation - Common Stock	Q		N	100		
AMZN	Amazon.com, Inc. - Common Stock	Q		N	100		
ANAC	Anacor Pharmaceuticals, Inc. - Common Stock	G		N	100		
ANAD	ANADIGICS, Inc. - Common Stock	Q		N	100		
ANAT	American National Insurance Company - Common Stock	Q		N	100		
ANCB	Anchor Bancorp - Common Stock	G		N	100		
ANCI	American Caresource Holdings Inc - Common Stock	S		N	100		
ANCX	Access National Corporation - Common Stock	G		N	100		
ANDA	Andina Acquisition Corporation - Ordinary Shares	S		D	100		
ANDAU	Andina Acquisition Corporation - Unit	S		N	100		
ANDAW	Andina Acquisition Corporation - Warrant	S		N	100		
ANDE	The Andersons, Inc. - Common Stock	Q		N	100		
ANEN	Anaren, Inc. - Common Stock	Q		N	100		
ANGI	Angie's List, Inc. - Common Stock	G		N	100		
ANGO	AngioDynamics, Inc. - Common Stock	Q		N	100		
ANIK	Anika Therapeutics Inc. - Common Stock	Q		N	100		
ANLY	Analysts International Corporation - Common Stock	G		N	100		
ANSS	ANSYS, Inc. - Common Stock	Q		N	100		
ANTH	Anthera Pharmaceuticals, Inc. - Common Stock	G		D	100		
ANTP	PHAZAR CORP - Common Stock	S		N	100		
AOSL	Alpha and Omega Semiconductor Limited - Common Shares	Q		N	100		
APAGF	Apco Oil and Gas International Inc. - Ordinary Shares	S		N	100		
APEI	American Public Education, Inc. - Common Stock	Q		N	100		
APFC	American Pacific Corporation - Common Stock	G		N	100		
APOG	Apogee Enterprises, Inc. - Common Stock	Q		N	100		
APOL	Apollo Group, Inc. - Class A Common Stock	Q		N	100		
APPY	Venaxis, Inc. - Common Stock	S		N	100		
APRI	Apricus Biosciences, Inc - Common Stock	S		N	100		
APSA	Alto Palermo S.A. - American Depository Shares, each representing forty shares of Common Stock	Q		N	100		
APWC	Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share	G		N	100		
AQU	Aquasition Corp. - Common Stock	S		N	100		
AQUUU	Aquasition Corp. - Units	S		N	100		
AQUUW	Aquasition Corp. - Warrants	S		N	100		
ARAY	Accuray Incorporated - Common Stock	Q		N	100		
ARCC	Ares Capital Corporation - Closed End Fund	Q		N	100		
ARCI	Appliance Recycling Centers of America, Inc. - Common Stock	S		N	100		
ARCP	American Realty Capital Properties, Inc. - Common Stock	Q		N	100		
ARCW	ARC Group Worldwide, Inc. - Common Stock	S		N	100		
ARDNA	Arden Group, Inc. - Class A Common Stock	G		N	100		
AREX	Approach Resources Inc. - Common Stock	Q		N	100		
ARIA	ARIAD Pharmaceuticals, Inc. - Common Stock	Q		N	100		
ARII	American Railcar Industries, Inc. - Common Stock	Q		N	100		
ARKR	Ark Restaurants Corp. - Common Stock	G		N	100		
ARLP	Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests	Q		N	100		
ARMH	ARM Holdings plc - American Depositary Shares each representing 3 Ordinary Shares	Q		N	100		
ARNA	Arena Pharmaceuticals, Inc. - Common Stock	Q		N	100		
AROW	Arrow Financial Corporation - Common Stock	Q		N	100		
ARQL	ArQule, Inc. - Common Stock	G		N	100		
ARRS	ARRIS Group, Inc. - Common Stock	Q		N	100		
ARRY	Array BioPharma Inc. - Common Stock	G		N	100		
ARTC	ArthroCare Corporation - Common Stock	Q		N	100		
ARTNA	Artesian Resources Corporation - Class A Non-Voting Common Stock	Q		N	100		
ARTW	Art's-Way Manufacturing Co., Inc. - Common Stock	S		N	100		
ARTX	Arotech Corporation - Common Stock	G		N	100		
ARUN	Aruba Networks, Inc. - Common Stock	Q		N	100		
ARWR	Arrowhead Research Corporation - Common Stock	S		N	100		
ASBB	ASB Bancorp, Inc. - Common Stock	G		N	100		
ASBC	Associated Banc-Corp - Common Stock	Q		N	100		
ASBCW	Associated Banc-Corp - Warrants	Q		N	100		
ASBI	Ameriana Bancorp - Common Stock	S		N	100		
ASCA	Ameristar Casinos, Inc. - Common Stock	Q		N	100		
ASCMA	Ascent Capital Group, Inc. - Series A Common Stock	Q		N	100		
ASDR	VelocityShares Emerging Asia DR ETF	G		N	100		
ASEI	American Science and Engineering, Inc. - Common Stock	Q		N	100		
ASFI	Asta Funding, Inc. - Common Stock	Q		N	100		
ASIA	AsiaInfo-Linkage, Inc. - Common Stock	Q		N	100		
ASMI	ASM International N.V. - Common Shares	Q		N	100		
ASML	ASML Holding N.V. - ADS represents 1 ordinary share	Q		N	100		
ASNA	Ascena Retail Group, Inc. - Common Stock	Q		N	100		
ASPS	Altisource Portfolio Solutions S.A. - Common Stock	Q		N	100		
ASRV	AmeriServ Financial Inc. - Common Stock	G		N	100		
A	Agilent Technologies, Inc. Common Stock	N	A	N	100	A	
AA	Alcoa Inc. Common Stock	N	AA	N	100	AA	
AA$	Alcoa Inc. $3.75 Preferred Stock	A	AAp	N	100	AA-	
AADR	WCM BNY Mellon Focused Growth ADR ETF	P	AADR	Y	100	AADR	
AAN	Aaron's, Inc. Common Stock	N	AAN	N	100	AAN	
AAP	Advance Auto Parts Inc Advance Auto Parts Inc W/I	N	AAP	N	100	AAP	
AAT	American Assets Trust, Inc. Common Stock	N	AAT	N	100	AAT	
AAU	Almaden Minerals, Ltd. Ordinary Shares (Canada)	A	AAU	N	100	AAU	
AAV	Advantage Oil & Gas Ltd Ordinary Shares	N	AAV	N	100	AAV	
AAZ$K	SiM Internal Test 1 Preferred	N	AAZpK	N	10	AAZ-K	Y
AB	Allianceberstein Holding L.P. Units	N	AB	N	100	AB	
ABB	ABB Ltd Common Stock	N	ABB	N	100	ABB	
ABBV	AbbVie Inc. Common Stock	N	ABBV	N	100	ABBV	
ABC	AmerisourceBergen Corporation (Holding Co) Common Stock	N	ABC	N	100	ABC	
ABG	Asbury Automotive Group Inc Common Stock	N	ABG	N	100	ABG	
ABI	Safety First Trust Series 2009-2	P	ABI	N	100	ABI	
ABM	ABM Industries Incorporated Common Stock	N	ABM	N	100	ABM	
ABR	Arbor Realty Trust Common Stock	N	ABR	N	100	ABR	
ABR$A	Arbor Realty Trust Preferred Series A	N	ABRpA	N	100	ABR-A	
ABT	Abbott Laboratories Common Stock	N	ABT	N	100	ABT	
ABV	Companhia de Bebidas das Americas - AmBev Common Stock	N	ABV	N	100	ABV	
ABV.C	Companhia de Bebidas das Americas - AmBev Common Stock	N	ABV/C	N	100	ABV.C	
ABW$B	Associated Banc-Corp Depositary Sh Repstg 1/40th Int Sh Perpetual Pfd Stk Ser B	N	ABWpB	N	100	ABW-B	
ABX	Barrick Gold Corporation Common Stock	N	ABX	N	100	ABX	
ACC	American Campus Communities Inc Common Stock	N	ACC	N	100	ACC	
ACCO	Acco Brands Corporation Common Stock	N	ACCO	N	100	ACCO	
ACCU	Accuvest Global Opportunities ETF	P	ACCU	Y	100	ACCU	
ACE	Ace Limited Common Stock	N	ACE	N	100	ACE	
ACG	Alliancebernstein Income Fund	N	ACG	N	100	ACG	
ACH	Aluminum Corporation of China Ltd American Depositary Shares	N	ACH	N	100	ACH	
ACI	Arch Coal, Inc. Common Stock	N	ACI	N	100	ACI	
ACIM	SPDR MSCI ACWI IMI ETF	P	ACIM	Y	100	ACIM	
ACM	Aecom Technology Corporation Common Stock	N	ACM	N	100	ACM	
ACMP	Access Midstream Partners, L.P. Common Units Representing Limited Partner Interests	N	ACMP	N	100	ACMP	
ACN	Accenture plc. Class A Ordinary Shares (Ireland)	N	ACN	N	100	ACN	
ACO	Amcol International Corporation Common Stock	N	ACO	N	100	ACO	
ACP	Avenue Income Credit Strategies Fund Common Shares	N	ACP	N	100	ACP	
ACP.R	Avenue Income Credit Strategies Fund Right expiring May 17, 2013 When Issued	N	ACPr	N	100	ACP^	
ACRE	Ares Commercial Real Estate Corporation Common Stock	N	ACRE	N	100	ACRE	
ACT	Actavis, Inc. Common Stock	N	ACT	N	100	ACT	
ACTV	The Active Network, Inc. Common Stock	N	ACTV	N	100	ACTV	
ACU	Acme United Corporation. Common Stock	A	ACU	N	100	ACU	
ACW	Accuride Corporation Common Stock	N	ACW	N	100	ACW	
ACWV	iShares MSCI All Country World Minimum Volatility Index Fund	P	ACWV	Y	100	ACWV	
ACY	AeroCentury Corp. Common Stock	A	ACY	N	100	ACY	
ADC	Agree Realty Corporation Common Stock	N	ADC	N	100	ADC	
ADGE	American DG Energy Inc. Common Stock	A	ADGE	N	100	ADGE	
ADK	Adcare Health Systems Inc Common Stock	A	ADK	N	100	ADK	
ADK$A	Adcare Health Systems Inc 10.875% Series A Cumulative Redeemable Preferred Stock, no par value per share	A	ADKpA	N	100	ADK-A	
ADM	Archer-Daniels-Midland Company Common Stock	N	ADM	N	100	ADM	
ADS	Alliance Data Systems Corporation Common Stock	N	ADS	N	100	ADS	
ADT	ADT Corporation Common Stock	N	ADT	N	100	ADT	
ADX	Adams Express Company (The)	N	ADX	N	100	ADX	
ADY	Feihe International, Inc. Common Stock	N	ADY	N	100	ADY	
ADZ	DB Agriculture Short ETN DB Agriculture Short ETN	P	ADZ	N	100	ADZ	
AE	Adams Resources & Energy, Inc. Common Stock	A	AE	N	100	AE	
AEB	AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands)	N	AEB	N	100	AEB	
AEC	Associated Estates Realty Corporation Common Stock	N	AEC	N	100	AEC	
AED	AEGON N.V. Perp. Cap. Securities (Netherlands)	N	AED	N	100	AED	
AEE	Ameren Corporation Common Stock	N	AEE	N	100	AEE	
AEF	Aegon NV Perpetual Cap Securities (Netherlands)	N	AEF	N	100	AEF	
AEG	AEGON N.V. Common Stock	N	AEG	N	100	AEG	
AEH	AEGON N.V. Perp. Cap Secs.	N	AEH	N	100	AEH	
AEK	Aegon NV 8.00% Non-Cumulative Subordinated Notes due 2042	N	AEK	N	100	AEK	
AEL	American Equity Investment Life Holding Company Common Stock	N	AEL	N	100	AEL	
AEM	Agnico-Eagle Mines Limited Common Stock	N	AEM	N	100	AEM	
AEO	American Eagle Outfitters, Inc. Common Stock	N	AEO	N	100	AEO	
AEP	American Electric Power Company, Inc. Common Stock	N	AEP	N	100	AEP	
AER	Aercap Holdings N.V. Ordinary Shares	N	AER	N	100	AER	
AES	The AES Corporation Common Stock	N	AES	N	100	AES	
AES$C	AES Corporation (The) Class C Preferred Stock	N	AESpC	N	100	AES-C	
AET	Aetna Inc. Common Stock	N	AET	N	100	AET	
AEV	Aegon NV Perpetual Cap Secs (Netherlands)	N	AEV	N	100	AEV	
AF	Astoria Financial Corporation Common Stock	N	AF	N	100	AF	
AF$C	Astoria Financial Corporation Depositary Shs Repstg 1/40th Int Perp Pfd Ser C 6.5%	N	AFpC	N	100	AF-C	
AFA	American Financial Group, Inc. 5.75% Senior Notes due 2042	N	AFA	N	100	AFA	
AFB	AllianceBernstein National Municipal Income Fund Inc	N	AFB	N	100	AFB	
AFC	Allied Capital Corporation Allied Capital Corporation 6.875% Notes due April 15, 2047	N	AFC	N	100	AFC	
AFF	American International Group, Inc. 6.45% Jr Sub Deb Ser A-4	N	AFF	N	100	AFF	
AFG	American Financial Group, Inc. Common Stock	N	AFG	N	100	AFG	
AFK	Market Vectors-Africa Index ETF	P	AFK	Y	100	AFK	
AFL	AFLAC Incorporated Common Stock	N	AFL	N	100	AFL	
AFM	Affiliated Managers Group, Inc. 5.250% Senior Notes due 2022	N	AFM	N	100	AFM	
AFQ	American Financial Group, Inc. 7% Senior Notes due 2050	N	AFQ	N	100	AFQ	
AFSD	Aflac Incorporated 5.50% Subordinated Debentures due September 15, 2052	N	AFSD	N	100	AFSD	
AFT	Apollo Senior Floating Rate Fund Inc. Common Stock	N	AFT	N	100	AFT	
AFW	American Financial Group, Inc. 6 3/8% Senior Notes due 2042	N	AFW	N	100	AFW	
AG	First Majestic Silver Corp. Ordinary Shares (Canada)	N	AG	N	100	AG	
AGA	DB Agriculture Short ETN DB Agriculture Double Short ETN	P	AGA	N	100	AGA	
AGC	Advent Claymore Convertible Securities and Income Fund Common Shares of Beneficial Interest	N	AGC	N	100	AGC	
AGCO	AGCO Corporation Common Stock	N	AGCO	N	100	AGCO	
AGD	Alpine Global Dynamic Dividend Fund Shares of Beneficial Interest	N	AGD	N	100	AGD	
AGEM	EGShares GEMS Composite ETF	P	AGEM	Y	100	AGEM	
AGF	DB Agriculture Long ETN DB Agriculture Long ETN	P	AGF	N	100	AGF	
AGG	iShares Core Total U.S. Bond Market ETF	P	AGG	Y	100	AGG	
AGI	Alamos Gold Inc Ordinary Shares	N	AGI	N	100	AGI	
AGLS	Accuvest Global Long Short ETF	P	AGLS	Y	100	AGLS	
AGM	Federal Agricultural Mortgage Corporation Common Stock	N	AGM	N	100	AGM	
AGM$A	Federal Agricultural Mortgage Corporation 5.875% Non-CUmulative Preferred Stock, Series A	N	AGMpA	N	100	AGM-A	
AGM.A	Federal Agricultural Mortgage Corporation Common Stock	N	AGM/A	N	100	AGM.A	
AGN	Allergan, Inc. Common Stock	N	AGN	N	100	AGN	
AGO	Assured Guaranty Ltd. Common Stock	N	AGO	N	100	AGO	
AGO$B	Assured Guaranty Ltd.	N	AGOpB	N	100	AGO-B	
AGO$E	Assured Guaranty Ltd.	N	AGOpE	N	100	AGO-E	
AGO$F	Assured Guaranty Ltd.	N	AGOpF	N	100	AGO-F	
AGOL	ETFS Asian Gold Trust	P	AGOL	Y	100	AGOL	
AGQ	ProShares Ultra Silver	P	AGQ	Y	100	AGQ	
AGRO	Adecoagro S.A. Common Shares	N	AGRO	N	100	AGRO	
AGU	Agrium Inc. Common Stock	N	AGU	N	100	AGU	
AGX	Argan, Inc. Common Stock	A	AGX	N	100	AGX	
AGZ	iShares Barclays Agency Bond	P	AGZ	Y	100	AGZ	
AH	Accretive Health, Inc. Common Stock	N	AH	N	100	AH	
AHB	Safety First Trust Principal-Protected Trust Certificates Linked to a Global Index Basket	P	AHB	N	100	AHB	
AHC	A.H. Belo Corporation Common Stock	N	AHC	N	100	AHC	
AHL	Aspen Insurance Holdings Limited Ordinary Shares	N	AHL	N	100	AHL	
AHL$	Aspen Insurance Holdings Limited Perp. Preferred Income Equity Replacement Secs (PIERS) (Bermuda)	N	AHLp	N	100	AHL-	
AHL$A	Aspen Insurance Holdings Limited Perp Pfd Shares (Bermuda)	N	AHLpA	N	100	AHL-A	
AHL$B	Aspen Insurance Holdings Limited Perp Pref Shs (Bermuda)	N	AHLpB	N	100	AHL-B	
AHS	AMN Healthcare Services Inc AMN Healthcare Services Inc	N	AHS	N	100	AHS	
AHT	Ashford Hospitality Trust Inc Common Stock	N	AHT	N	100	AHT	
AHT$A	Ashford Hospitality Trust Inc 8.55% Cum Preferred Series A	N	AHTpA	N	100	AHT-A	
AHT$D	Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock	N	AHTpD	N	100	AHT-D	
AHT$E	Ashford Hospitality Trust Inc 9.00% Series E Cumulative Preferred Stock	N	AHTpE	N	100	AHT-E	
AHY	Safety First Trust Principal-Protected Trust Certificates Linked to the S&P 500 Index	P	AHY	N	100	AHY	
AI	Arlington Asset Investment Corp Class A (new)	N	AI	N	100	AI	
AIA	iShares S&P Asia 50	P	AIA	Y	100	AIA	
AIB	Apollo Investment Corporation 6.625% Senior Notes due 2042	N	AIB	N	100	AIB	
AIF	Apollo Tactical Income Fund Inc. Common Stock	N	AIF	N	100	AIF	
AIG	American International Group, Inc. New Common Stock	N	AIG	N	100	AIG	
AIG.W	American International Group, Inc. Warrant expiring January 19, 2021	N	AIG/WS	N	100	AIG+	
AIM	Aerosonic Corporation Common Stock ($0.40 Par Value)	A	AIM	N	100	AIM	
AIN	Albany International Corporation Common Stock	N	AIN	N	100	AIN	
AIR	AAR Corp. Common Stock	N	AIR	N	100	AIR	
AIT	Applied Industrial Technologies, Inc. Common Stock	N	AIT	N	100	AIT	
AIV	Apartment Investment and Management Company Common Stock	N	AIV	N	100	AIV	
AIV$Z	Apartment Investment and Management Company Class Z Cumulative Preferred Stock	N	AIVpZ	N	100	AIV-Z	
AIZ	Assurant, Inc. Common Stock	N	AIZ	N	100	AIZ	
AJB	Safety First Trust Safety First Trust Certificate on S&P 500	P	AJB	N	100	AJB	
AJG	Arthur J. Gallagher & Co. Common Stock	N	AJG	N	100	AJG	
AKG	Asanko Gold Inc.	A	AKG	N	100	AKG	
AKN	Safety First Trust Principal-Protected Trust Certificates Linked to a U.S.-Europe-Japan Basket Structured Product	P	AKN	N	100	AKN	
AKO.A	Embotelladora Andina S.A. Common Stock	N	AKO/A	N	100	AKO.A	
AKO.B	Embotelladora Andina S.A. Common Stock	N	AKO/B	N	100	AKO.B	
AKP	Alliance California Municipal Income Fund Inc	N	AKP	N	100	AKP	
AKR	Acadia Realty Trust Common Stock	N	AKR	N	100	AKR	
AKS	AK Steel Holding Corporation Common Stock	N	AKS	N	100	AKS	
AL	Air Lease Corporation Class A Common Stock	N	AL	N	100	AL	
ALB	Albemarle Corporation Common Stock	N	ALB	N	100	ALB	
ALC	Assisted Living Concepts, Inc. New	N	ALC	N	100	ALC	
ALD	WisdomTree Asia Local Debt Fund ETF	P	ALD	Y	100	ALD	
ALDW	Alon USA Partners, LP Common Units representing Limited Partner Interests	N	ALDW	N	100	ALDW	
ALE	Allete, Inc.	N	ALE	N	100	ALE	
ALEX	Alexander & Baldwin, Inc. Common Stock	N	ALEX	N	100	ALEX	
ALFA	AlphaClone Alternative Alpha ETF	P	ALFA	Y	100	ALFA	
ALG	Alamo Group, Inc. Common Stock	N	ALG	N	100	ALG	
ALJ	Alon USA Energy, Inc. common stick	N	ALJ	N	100	ALJ	
ALK	Alaska Air Group, Inc. Common Stock	N	ALK	N	100	ALK	
ALL	Allstate Corporation (The) Common Stock	N	ALL	N	100	ALL	
ALL$B	Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053	N	ALLpB	N	100	ALL-B	
ALLY$A	GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2	N	ALLYpA	N	100	ALLY-A	
ALLY$B	Ally Financial Inc Fixed Rate Floating Rate Perpetual Preferred Stock, Series A	N	ALLYpB	N	100	ALLY-B	
ALN	American Lorain Corporation Common Stock	A	ALN	N	100	ALN	
ALP$N	Alabama Power Company Preferred Stock	N	ALPpN	N	100	ALP-N	
ALP$O	Alabama Power Company Preferred Stock	N	ALPpO	N	100	ALP-O	
ALP$P	Alabama Power Company 5.30% Cl A Pfd Stk	N	ALPpP	N	100	ALP-P	
ALR	Alere Inc. Common Stock	N	ALR	N	100	ALR	
ALR$B	Alere Inc. Inverness Medical Innovations, Inc. Series B Convertible Perpetual Preferred Stock	N	ALRpB	N	10	ALR-B	
ALSN	Allison Transmission Holdings, Inc. Common Stock	N	ALSN	N	100	ALSN	
ALT	iShares Diversified Alternatives Trust	P	ALT	Y	100	ALT	
ALTL	RBS US Large Cap Alternator Exchange Traded Note	P	ALTL	N	100	ALTL	
ALTV	Alteva	A	ALTV	N	100	ALTV	
ALU	Alcatel-Lucent Common Stock	N	ALU	N	100	ALU	
ALV	Autoliv, Inc. Common Stock	N	ALV	N	100	ALV	
ALX	Alexander's, Inc. Common Stock	N	ALX	N	100	ALX	
AM	American Greetings Corporation Common Stock	N	AM	N	100	AM	
AMBO	Ambow Education Holding Ltd. American Depository Shares (Each representing two Class A Ordinary Shares)	N	AMBO	N	100	AMBO	
AMD	Advanced Micro Devices, Inc. Common Stock	N	AMD	N	100	AMD	
